Date, fToken NAV, xToken NAV
2017-03-07, 1.131784841075794621, 3.503911980440097799
2017-03-08, 1.103911980440097799, 2.974327628361858191
2017-03-09, 1.11784841075794621, 3.239119804400977995
2017-03-10, 1.13471882640586797, 3.559657701711491443
2017-03-11, 1.164547677261613691, 4.126405867970660147
2017-03-12, 1.185941320293398533, 4.532885085574572127
2017-03-13, 1.250122249388753056, 5.752322738386308068
2017-03-14, 1.250733496332518337, 5.763936430317848411
2017-03-15, 1.335819070904645476, 7.380562347188264059
2017-03-16, 1.461858190709046454, 9.775305623471882641
2017-03-17, 1.445476772616136919, 9.464058679706601467
2017-03-18, 1.311246943765281173, 6.913691931540342298
2017-03-19, 1.42823960880195599, 9.136552567237163814
2017-03-20, 1.417237163814180929, 8.927506112469437652
2017-03-21, 1.41784841075794621, 8.939119804400977995
2017-03-22, 1.405745721271393643, 8.709168704156479217
2017-03-23, 1.425550122249388753, 9.085452322738386308
2017-03-24, 1.54706601466992665, 11.394254278728606357
2017-03-25, 1.517359413202933985, 10.829828850855745721
2017-03-26, 1.520171149144254278, 10.883251833740831296
2017-03-27, 1.498655256723716381, 10.474449877750611247
2017-03-28, 1.51491442542787286, 10.783374083129584352
2017-03-29, 1.549144254278728606, 11.433740831295843521
2017-03-30, 1.534229828850855745, 11.150366748166259169
2017-03-31, 1.513447432762836185, 10.755501222493887531
2017-04-01, 1.519926650366748166, 10.878606356968215159
2017-04-02, 1.495843520782396088, 10.421026894865525672
2017-04-03, 1.440953545232273838, 9.378117359413202934
2017-04-04, 1.443643031784841075, 9.42921760391198044
2017-04-05, 1.447432762836185819, 9.501222493887530562
2017-04-06, 1.429339853300733496, 9.15745721271393643
2017-04-07, 1.417359413202933985, 8.929828850855745721
2017-04-08, 1.443398533007334963, 9.424572127139364303
2017-04-09, 1.436919315403422982, 9.301466992665036675
2017-04-10, 1.436919315403422982, 9.301466992665036675
2017-04-11, 1.435819070904645476, 9.280562347188264059
2017-04-12, 1.468215158924205378, 9.896088019559902201
2017-04-13, 1.50843520782396088, 10.660268948655256723
2017-04-14, 1.477017114914425427, 10.06332518337408313
2017-04-15, 1.498288508557457212, 10.467481662591687042
2017-04-16, 1.488386308068459657, 10.279339853300733497
2017-04-17, 1.486063569682151589, 10.235207823960880195
2017-04-18, 1.508679706601466992, 10.664914425427872861
2017-04-19, 1.484107579462102689, 10.1980440097799511
2017-04-20, 1.503667481662591687, 10.569682151589242053
2017-04-21, 1.491320293398533007, 10.335085574572127139
2017-04-22, 1.494254278728606356, 10.390831295843520783
2017-04-23, 1.498533007334963325, 10.472127139364303178
2017-04-24, 1.512713936430317848, 10.74156479217603912
2017-04-25, 1.515036674816625916, 10.785696821515892421
2017-04-26, 1.553056234718826405, 11.508068459657701712
2017-04-27, 1.678361858190709046, 13.888875305623471883
2017-04-28, 1.7941320293398533, 16.088508557457212714
2017-04-29, 1.760635696821515892, 15.452078239608801956
2017-04-30, 1.88863080684596577, 17.883985330073349633
2017-05-01, 1.870048899755501222, 17.530929095354523227
2017-05-02, 1.8480440097799511, 17.112836185819070904
2017-05-03, 1.893765281173594132, 17.981540342298288508
2017-05-04, 2.073227383863080684, 21.391320293398533007
2017-05-05, 2.023838630806845965, 20.45293398533007335
2017-05-06, 2.071638141809290953, 21.361124694376528117
2017-05-07, 2.046943765281173594, 20.891931540342298288
2017-05-08, 1.991075794621026894, 19.830440097799511003
2017-05-09, 1.95843520782396088, 19.210268948655256723
2017-05-10, 1.980195599022004889, 19.62371638141809291
2017-05-11, 1.979462102689486552, 19.609779951100244499
2017-05-12, 1.941198044009779951, 18.882762836185819071
2017-05-13, 1.980929095354523227, 19.63765281173594132
2017-05-14, 1.992787286063569682, 19.862958435207823961
2017-05-15, 2.012469437652811735, 20.236919315403422983
2017-05-16, 1.975550122249388753, 19.535452322738386308
2017-05-17, 1.962102689486552567, 19.279951100244498777
2017-05-18, 2.076039119804400977, 21.444743276283618582
2017-05-19, 2.429828850855745721, 28.166748166259168704
2017-05-20, 2.411369193154034229, 27.816014669926650367
2017-05-21, 2.71882640586797066, 33.657701711491442542
2017-05-22, 2.857212713936430317, 36.287041564792176039
2017-05-23, 2.977628361858190709, 38.574938875305623471
2017-05-24, 3.296821515892420537, 44.63960880195599022
2017-05-25, 3.118948655256723716, 41.260024449877750611
2017-05-26, 2.902444987775061124, 37.146454767726161369
2017-05-27, 2.854889975550122249, 36.242909535452322738
2017-05-28, 3.045232273838630806, 39.85941320293398533
2017-05-29, 3.281662591687041564, 44.351589242053789731
2017-05-30, 3.695721271393643031, 52.218704156479217604
2017-05-31, 3.701222493887530562, 52.323227383863080684
2017-06-01, 3.612836185819070904, 50.643887530562347188
2017-06-02, 3.614425427872860635, 50.674083129584352078
2017-06-03, 3.65, 51.35
2017-06-04, 3.901222493887530562, 56.123227383863080684
2017-06-05, 3.931784841075794621, 56.703911980440097799
2017-06-06, 4.130073349633251833, 60.471393643031784841
2017-06-07, 4.025672371638141809, 58.487775061124694376
2017-06-08, 4.061858190709046454, 59.175305623471882641
2017-06-09, 4.315403422982885085, 63.992665036674816626
2017-06-10, 5.058924205378973105, 78.119559902200488997
2017-06-11, 5.093276283618581907, 78.772249388753056234
2017-06-12, 5.757823960880195599, 91.398655256723716381
2017-06-13, 5.643276283618581907, 89.222249388753056234
2017-06-14, 5.07726161369193154, 78.467970660146699266
2017-06-15, 5.101833740831295843, 78.934841075794621027
2017-06-16, 5.230806845965770171, 81.385330073349633251
2017-06-17, 5.410757946210268948, 84.804400977995110025
2017-06-18, 5.201344743276283618, 80.825550122249388753
2017-06-19, 5.285207823960880195, 82.418948655256723716
2017-06-20, 5.190220048899755501, 80.614180929095354523
2017-06-21, 4.878117359413202933, 74.684229828850855746
2017-06-22, 4.812224938875305623, 73.432273838630806846
2017-06-23, 4.897432762836185819, 75.051222493887530562
2017-06-24, 4.622493887530562347, 69.827383863080684596
2017-06-25, 4.30452322738386308, 63.785941320293398533
2017-06-26, 3.992787286063569682, 57.862958435207823961
2017-06-27, 4.411369193154034229, 65.816014669926650367
2017-06-28, 4.754767726161369193, 72.34058679706601467
2017-06-29, 4.481295843520782396, 67.144621026894865525
2017-06-30, 4.323471882640586797, 64.145965770171149144
2017-07-01, 4.116625916870415647, 60.215892420537897311
2017-07-02, 4.384107579462102689, 65.2980440097799511
2017-07-03, 4.278606356968215158, 63.29352078239608802
2017-07-04, 4.190953545232273838, 61.628117359413202934
2017-07-05, 4.155134474327628361, 60.947555012224938876
2017-07-06, 4.151955990220048899, 60.887163814180929096
2017-07-07, 3.849633251833740831, 55.143031784841075794
2017-07-08, 3.915158924205378973, 56.388019559902200489
2017-07-09, 3.819437652811735941, 54.569315403422982885
2017-07-10, 3.379951100244498777, 46.219070904645476773
2017-07-11, 3.229706601466992665, 43.364425427872860635
2017-07-12, 3.638875305623471882, 51.13863080684596577
2017-07-13, 3.406112469437652811, 46.716136919315403423
2017-07-14, 3.311124694376528117, 44.91136919315403423
2017-07-15, 2.950366748166259168, 38.056968215158924206
2017-07-16, 2.803178484107579462, 35.26039119804400978
2017-07-17, 3.233374083129584352, 43.434107579462102689
2017-07-18, 3.675183374083129584, 51.828484107579462103
2017-07-19, 3.280684596577017114, 44.333007334963325184
2017-07-20, 3.663569682151589242, 51.607823960880195599
2017-07-21, 3.547921760391198044, 49.410513447432762836
2017-07-22, 3.720171149144254278, 52.683251833740831296
2017-07-23, 3.691075794621026894, 52.130440097799511003
2017-07-24, 3.662347188264058679, 51.584596577017114915
2017-07-25, 3.391198044009779951, 46.432762836185819071
2017-07-26, 3.384474327628361858, 46.305012224938875305
2017-07-27, 3.380929095354523227, 46.23765281173594132
2017-07-28, 3.231540342298288508, 43.399266503667481663
2017-07-29, 3.417114914425427872, 46.925183374083129585
2017-07-30, 3.307701711491442542, 44.846332518337408313
2017-07-31, 3.355012224938875305, 45.745232273838630807
2017-08-01, 3.659535452322738386, 51.53117359413202934
2017-08-02, 3.564058679706601466, 49.717114914425427873
2017-08-03, 3.638386308068459657, 51.129339853300733497
2017-08-04, 3.598288508557457212, 50.367481662591687042
2017-08-05, 3.978850855745721271, 57.598166259168704156
2017-08-06, 4.126894865525672371, 60.411002444987775061
2017-08-07, 4.199511002444987775, 61.790709046454767726
2017-08-08, 4.517970660146699266, 67.841442542787286064
2017-08-09, 4.509535452322738386, 67.68117359413202934
2017-08-10, 4.573716381418092909, 68.900611246943765281
2017-08-11, 4.685452322738386308, 71.023594132029339853
2017-08-12, 4.669559902200488997, 70.721638141809290954
2017-08-13, 4.526650366748166259, 68.006356968215158924
2017-08-14, 4.557212713936430317, 68.587041564792176039
2017-08-15, 4.405012224938875305, 65.695232273838630807
2017-08-16, 4.572982885085574572, 68.88667481662591687
2017-08-17, 4.575672371638141809, 68.937775061124694376
2017-08-18, 4.480317848410757946, 67.126039119804400978
2017-08-19, 4.488997555012224938, 67.290953545232273839
2017-08-20, 4.540464547677261613, 68.26882640586797066
2017-08-21, 4.836430317848410757, 73.892176039119804401
2017-08-22, 4.740953545232273838, 72.078117359413202934
2017-08-23, 4.781418092909535452, 72.846943765281173594
2017-08-24, 4.867726161369193154, 74.486797066014669926
2017-08-25, 4.935941320293398533, 75.782885085574572127
2017-08-26, 4.970782396088019559, 76.444865525672371639
2017-08-27, 5.156723716381418092, 79.977750611246943766
2017-08-28, 5.148655256723716381, 79.824449877750611247
2017-08-29, 5.45354523227383863, 85.617359413202933986
2017-08-30, 5.595599022004889975, 88.316381418092909536
2017-08-31, 5.657946210268948655, 89.50097799511002445
2017-09-01, 5.702811735941320293, 90.353422982885085574
2017-09-02, 5.238264058679706601, 81.527017114914425428
2017-09-03, 5.216136919315403422, 81.106601466992665037
2017-09-04, 4.773594132029339853, 72.698288508557457213
2017-09-05, 4.81295843520782396, 73.446210268948655257
2017-09-06, 5.048899755501222493, 77.929095354523227384
2017-09-07, 5.002200488997555012, 77.041809290953545232
2017-09-08, 4.664792176039119804, 70.631051344743276284
2017-09-09, 4.628484107579462102, 69.941198044009779951
2017-09-10, 4.571515892420537897, 68.858801955990220049
2017-09-11, 4.548777506112469437, 68.426772616136919316
2017-09-12, 4.500244498777506112, 67.504645476772616137
2017-09-13, 4.270537897310513447, 63.140220048899755501
2017-09-14, 3.636552567237163814, 51.094498777506112469
2017-09-15, 4.089242053789731051, 59.695599022004889975
2017-09-16, 4.027628361858190709, 58.524938875305623471
2017-09-17, 4.07432762836185819, 59.412224938875305624
2017-09-18, 4.543031784841075794, 68.317603911980440098
2017-09-19, 4.357212713936430317, 64.787041564792176039
2017-09-20, 4.366381418092909535, 64.961246943765281174
2017-09-21, 4.055378973105134474, 59.052200488997555012
2017-09-22, 4.125916870415647921, 60.392420537897310514
2017-09-23, 4.396699266503667481, 65.537286063569682152
2017-09-24, 4.362224938875305623, 64.882273838630806846
2017-09-25, 4.499144254278728606, 67.483740831295843521
2017-09-26, 4.430195599022004889, 66.17371638141809291
2017-09-27, 4.687897310513447432, 71.070048899755501223
2017-09-28, 4.595965770171149144, 69.323349633251833741
2017-09-29, 4.468215158924205378, 66.896088019559902201
2017-09-30, 4.58667481662591687, 69.146821515892420538
2017-10-01, 4.607212713936430317, 69.537041564792176039
2017-10-02, 4.527383863080684596, 68.020293398533007335
2017-10-03, 4.474083129584352078, 67.007579462102689486
2017-10-04, 4.469682151589242053, 66.923960880195599022
2017-10-05, 4.505012224938875305, 67.595232273838630807
2017-10-06, 4.661980440097799511, 70.577628361858190709
2017-10-07, 4.703422982885085574, 71.365036674816625917
2017-10-08, 4.679951100244498777, 70.919070904645476773
2017-10-09, 4.530806845965770171, 68.085330073349633251
2017-10-10, 4.542909535452322738, 68.315281173594132029
2017-10-11, 4.591931540342298288, 69.246699266503667482
2017-10-12, 4.593398533007334963, 69.274572127139364303
2017-10-13, 5.006234718826405867, 77.118459657701711492
2017-10-14, 5.036552567237163814, 77.694498777506112469
2017-10-15, 5.018459657701711491, 77.350733496332518337
2017-10-16, 4.987530562347188264, 76.763080684596577017
2017-10-17, 4.767603911980440097, 72.584474327628361858
2017-10-18, 4.733618581907090464, 71.938753056234718826
2017-10-19, 4.665525672371638141, 70.644987775061124695
2017-10-20, 4.605990220048899755, 69.513814180929095355
2017-10-21, 4.567481662591687041, 68.78215158924205379
2017-10-22, 4.508068459657701711, 67.653300733496332518
2017-10-23, 4.394254278728606356, 65.490831295843520783
2017-10-24, 4.530684596577017114, 68.083007334963325184
2017-10-25, 4.527872860635696821, 68.029584352078239609
2017-10-26, 4.518337408312958435, 67.848410757946210269
2017-10-27, 4.538019559902200488, 68.222371638141809291
2017-10-28, 4.507701711491442542, 67.646332518337408313
2017-10-29, 4.608801955990220048, 69.567237163814180929
2017-10-30, 4.651466992665036674, 70.377872860635696822
2017-10-31, 4.610391198044009779, 69.59743276283618582
2017-11-01, 4.455256723716381418, 66.649877750611246943
2017-11-02, 4.388997555012224938, 65.390953545232273839
2017-11-03, 4.640831295843520782, 70.175794621026894865
2017-11-04, 4.587775061124694376, 69.167726161369193154
2017-11-05, 4.525550122249388753, 67.985452322738386308
2017-11-06, 4.53471882640586797, 68.159657701711491443
2017-11-07, 4.474816625916870415, 67.021515892420537897
2017-11-08, 4.664180929095354523, 70.619437652811735941
2017-11-09, 4.820782396088019559, 73.594865525672371639
2017-11-10, 4.543520782396088019, 68.326894865525672372
2017-11-11, 4.759290953545232273, 72.426528117359413203
2017-11-12, 4.654278728606356968, 70.431295843520782396
2017-11-13, 4.757701711491442542, 72.396332518337408313
2017-11-14, 4.995843520782396088, 76.921026894865525672
2017-11-15, 4.956356968215158924, 76.17078239608801956
2017-11-16, 4.936797066014669926, 75.799144254278728607
2017-11-17, 4.962469437652811735, 76.286919315403422983
2017-11-18, 5.137163814180929095, 79.606112469437652812
2017-11-19, 5.234841075794621026, 81.461980440097799511
2017-11-20, 5.401711491442542787, 84.632518337408312958
2017-11-21, 5.319437652811735941, 83.069315403422982885
2017-11-22, 5.566625916870415647, 87.765892420537897311
2017-11-23, 5.870782396088019559, 93.544865525672371639
2017-11-24, 6.657701711491442542, 108.496332518337408313
2017-11-25, 6.606234718826405867, 107.518459657701711492
2017-11-26, 6.694498777506112469, 109.195476772616136919
2017-11-27, 6.737775061124694376, 110.017726161369193154
2017-11-28, 6.627628361858190709, 107.924938875305623471
2017-11-29, 6.205745721271393643, 99.909168704156479217
2017-11-30, 6.205623471882640586, 99.906845965770171149
2017-12-01, 6.570171149144254278, 106.833251833740831296
2017-12-02, 6.527628361858190709, 106.024938875305623471
2017-12-03, 6.581662591687041564, 107.051589242053789731
2017-12-04, 6.623960880195599022, 107.855256723716381418
2017-12-05, 6.490464547677261613, 105.31882640586797066
2017-12-06, 6.187163814180929095, 99.556112469437652812
2017-12-07, 6.196821515892420537, 99.73960880195599022
2017-12-08, 6.565647921760391198, 106.747310513447432762
2017-12-09, 6.829584352078239608, 111.762102689486552568
2017-12-10, 6.370782396088019559, 103.044865525672371639
2017-12-11, 7.232518337408312958, 119.41784841075794621
2017-12-12, 9.296332518337408312, 158.630317848410757947
2017-12-13, 9.603422982885085574, 164.465036674816625917
2017-12-14, 9.518704156479217603, 162.855378973105134475
2017-12-15, 9.377995110024449877, 160.181907090464547678
2017-12-16, 9.501344743276283618, 162.525550122249388753
2017-12-17, 9.850855745721271393, 169.166259168704156479
2017-12-18, 10.50452322738386308, 181.585941320293398533
2017-12-19, 11.005745721271393643, 191.109168704156479217
2017-12-20, 10.71491442542787286, 185.583374083129584352
2017-12-21, 10.643031784841075794, 184.217603911980440098
2017-12-22, 9.238753056234718826, 157.536308068459657702
2017-12-23, 9.85843520782396088, 169.310268948655256723
2017-12-24, 9.421271393643031784, 161.004156479217603912
2017-12-25, 9.95256723716381418, 171.098777506112469438
2017-12-26, 10.130684596577017114, 174.483007334963325184
2017-12-27, 9.946332518337408312, 170.980317848410757947
2017-12-28, 9.695843520782396088, 166.221026894865525672
2017-12-29, 10.055134474327628361, 173.047555012224938876
2017-12-30, 9.586797066014669926, 164.149144254278728607
2017-12-31, 9.961980440097799511, 171.277628361858190709
2018-01-01, 10.179095354523227383, 175.402811735941320294
2018-01-02, 11.474572127139364303, 200.01687041564792176
2018-01-03, 12.370782396088019559, 217.044865525672371639
2018-01-04, 12.501466992665036674, 219.527872860635696822
2018-01-05, 12.749266503667481662, 224.236063569682151589
2018-01-06, 13.206601466992665036, 232.925427872860635697
2018-01-07, 14.571149144254278728, 258.851833740831295844
2018-01-08, 14.799877750611246943, 263.197677261613691932
2018-01-09, 16.670293398533007334, 298.735574572127139365
2018-01-10, 16.143765281173594132, 288.731540342298288508
2018-01-11, 14.799877750611246943, 263.197677261613691932
2018-01-12, 16.303422982885085574, 291.765036674816625917
2018-01-13, 17.844009779951100244, 321.036185819070904645
2018-01-14, 17.592665036674816625, 316.260635696821515893
2018-01-15, 16.531173594132029339, 296.092298288508557458
2018-01-16, 14.102933985330073349, 249.955745721271393643
2018-01-17, 13.467970660146699266, 237.891442542787286064
2018-01-18, 13.440097799511002444, 237.361858190709046455
2018-01-19, 13.58276283618581907, 240.072493887530562348
2018-01-20, 14.958924205378973105, 266.219559902200488997
2018-01-21, 13.701100244498777506, 242.320904645476772616
2018-01-22, 13.121026894865525672, 231.299511002444987775
2018-01-23, 12.929706601466992665, 227.664425427872860635
2018-01-24, 13.821638141809290953, 244.611124694376528117
2018-01-25, 13.61393643031784841, 240.664792176039119805
2018-01-26, 13.682029339853300733, 241.958557457212713936
2018-01-27, 14.347432762836185819, 254.601222493887530562
2018-01-28, 15.753422982885085574, 281.315036674816625917
2018-01-29, 15.108679706601466992, 269.064914425427872861
2018-01-30, 13.789853300733496332, 244.007212713936430318
2018-01-31, 14.408679706601466992, 255.764914425427872861
2018-02-01, 13.33863080684596577, 235.433985330073349633
2018-02-02, 12.04902200488997555, 210.931418092909535452
2018-02-03, 12.750855745721271393, 224.266259168704156479
2018-02-04, 10.997799511002444987, 190.958190709046454768
2018-02-05, 9.378484107579462102, 160.191198044009779951
2018-02-06, 10.482273838630806845, 181.163202933985330074
2018-02-07, 10.069193154034229828, 173.314669926650366749
2018-02-08, 10.826650366748166259, 187.706356968215158924
2018-02-09, 11.608924205378973105, 202.569559902200488997
2018-02-10, 11.28471882640586797, 196.409657701711491443
2018-02-11, 10.818704156479217603, 187.555378973105134475
2018-02-12, 11.467237163814180929, 199.877506112469437652
2018-02-13, 11.174938875305623471, 194.323838630806845966
2018-02-14, 12.150122249388753056, 212.852322738386308068
2018-02-15, 12.260635696821515892, 214.952078239608801956
2018-02-16, 12.342787286063569682, 216.512958435207823961
2018-02-17, 12.819193154034229828, 225.564669926650366749
2018-02-18, 12.054156479217603911, 211.028973105134474328
2018-02-19, 12.379339853300733496, 217.20745721271393643
2018-02-20, 11.716136919315403422, 204.606601466992665037
2018-02-21, 11.173105134474327628, 194.288997555012224939
2018-02-22, 10.753300733496332518, 186.312713936430317848
2018-02-23, 11.340220048899755501, 197.464180929095354523
2018-02-24, 11.085819070904645476, 192.630562347188264059
2018-02-25, 11.192909535452322738, 194.665281173594132029
2018-02-26, 11.500122249388753056, 200.502322738386308068
2018-02-27, 11.548777506112469437, 201.426772616136919316
2018-02-28, 11.291075794621026894, 196.530440097799511003
2018-03-01, 11.520293398533007334, 200.885574572127139365
2018-03-02, 11.343887530562347188, 197.533863080684596577
2018-03-03, 11.344254278728606356, 197.540831295843520783
2018-03-04, 11.43471882640586797, 199.259657701711491443
2018-03-05, 11.276894865525672371, 196.261002444987775061
2018-03-06, 10.868581907090464547, 188.503056234718826406
2018-03-07, 10.085574572127139364, 173.625916870415647922
2018-03-08, 9.44315403422982885, 161.419926650366748167
2018-03-09, 9.805378973105134474, 168.302200488997555012
2018-03-10, 9.256968215158924205, 157.882396088019559902
2018-03-11, 9.699388753056234718, 166.288386308068459658
2018-03-12, 9.414792176039119804, 160.881051344743276284
2018-03-13, 9.339975550122249388, 159.459535452322738387
2018-03-14, 8.413814180929095354, 141.862469437652811736
2018-03-15, 8.369315403422982885, 141.016992665036674816
2018-03-16, 8.241198044009779951, 138.582762836185819071
2018-03-17, 7.621149144254278728, 126.801833740831295844
2018-03-18, 7.477017114914425427, 124.06332518337408313
2018-03-19, 7.691564792176039119, 128.139731051344743277
2018-03-20, 7.721515892420537897, 128.708801955990220049
2018-03-21, 7.745721271393643031, 129.168704156479217604
2018-03-22, 7.500122249388753056, 124.502322738386308068
2018-03-23, 7.53863080684596577, 125.233985330073349633
2018-03-24, 7.251711491442542787, 119.782518337408312958
2018-03-25, 7.288141809290953545, 120.474694376528117359
2018-03-26, 6.850488997555012224, 112.159290953545232274
2018-03-27, 6.388997555012224938, 103.390953545232273839
2018-03-28, 6.345843520782396088, 102.571026894865525672
2018-03-29, 5.58569682151589242, 88.12823960880195599
2018-03-30, 5.722249388753056234, 90.72273838630806846
2018-03-31, 5.723227383863080684, 90.741320293398533007
2018-04-01, 5.523227383863080684, 86.941320293398533007
2018-04-02, 5.594376528117359413, 88.293154034229828851
2018-04-03, 5.988997555012224938, 95.790953545232273839
2018-04-04, 5.52628361858190709, 86.999388753056234719
2018-04-05, 5.564425427872860635, 87.724083129584352078
2018-04-06, 5.427139364303178484, 85.115647921760391198
2018-04-07, 5.601833740831295843, 88.434841075794621027
2018-04-08, 5.788753056234718826, 91.986308068459657702
2018-04-09, 5.77530562347188264, 91.730806845965770171
2018-04-10, 5.978850855745721271, 95.598166259168704156
2018-04-11, 6.166625916870415647, 99.165892420537897311
2018-04-12, 6.931907090464547677, 113.706234718826405868
2018-04-13, 6.960635696821515892, 114.252078239608801956
2018-04-14, 7.041809290953545232, 115.794376528117359413
2018-04-15, 7.424938875305623471, 123.073838630806845966
2018-04-16, 7.150366748166259168, 117.856968215158924206
2018-04-17, 7.042053789731051344, 115.79902200488997555
2018-04-18, 7.328973105134474327, 121.250488997555012225
2018-04-19, 7.835085574572127139, 130.866625916870415648
2018-04-20, 8.444865525672371638, 142.452444987775061124
2018-04-21, 8.2980440097799511, 139.662836185819070904
2018-04-22, 8.480317848410757946, 143.126039119804400978
2018-04-23, 8.758801955990220048, 148.417237163814180929
2018-04-24, 9.498777506112469437, 162.476772616136919316
2018-04-25, 8.448777506112469437, 142.526772616136919316
2018-04-26, 8.980684596577017114, 152.633007334963325184
2018-04-27, 8.761980440097799511, 148.477628361858190709
2018-04-28, 9.237408312958435207, 157.510757946210268949
2018-04-29, 9.304767726161369193, 158.79058679706601467
2018-04-30, 9.088386308068459657, 154.679339853300733497
2018-05-01, 9.099877750611246943, 154.897677261613691932
2018-05-02, 9.27432762836185819, 158.212224938875305624
2018-05-03, 10.380562347188264058, 179.230684596577017115
2018-05-04, 10.472249388753056234, 180.97273838630806846
2018-05-05, 10.826650366748166259, 187.706356968215158924
2018-05-06, 10.487775061124694376, 181.267726161369193154
2018-05-07, 10.098288508557457212, 173.867481662591687042
2018-05-08, 10.031907090464547677, 172.606234718826405868
2018-05-09, 10.068704156479217603, 173.305378973105134475
2018-05-10, 9.744865525672371638, 167.152444987775061124
2018-05-11, 9.189119804400977995, 156.593276283618581907
2018-05-12, 9.269926650366748166, 158.128606356968215159
2018-05-13, 9.815525672371638141, 168.494987775061124695
2018-05-14, 9.786308068459657701, 167.939853300733496333
2018-05-15, 9.531784841075794621, 163.103911980440097799
2018-05-16, 9.548533007334963325, 163.422127139364303178
2018-05-17, 9.073105134474327628, 154.388997555012224939
2018-05-18, 9.390220048899755501, 160.414180929095354523
2018-05-19, 9.408068459657701711, 160.753300733496332518
2018-05-20, 9.628606356968215158, 164.94352078239608802
2018-05-21, 9.417970660146699266, 160.941442542787286064
2018-05-22, 8.730073349633251833, 147.871393643031784841
2018-05-23, 7.956234718826405867, 133.168459657701711492
2018-05-24, 8.267237163814180929, 139.077506112469437652
2018-05-25, 8.03960880195599022, 134.75256723716381418
2018-05-26, 8.051466992665036674, 134.977872860635696822
2018-05-27, 7.877383863080684596, 131.670293398533007335
2018-05-28, 7.150977995110024449, 117.868581907090464548
2018-05-29, 7.827383863080684596, 130.720293398533007335
2018-05-30, 7.711980440097799511, 128.527628361858190709
2018-05-31, 7.955012224938875305, 133.145232273838630807
2018-06-01, 7.976894865525672371, 133.561002444987775061
2018-06-02, 8.118337408312958435, 136.248410757946210269
